VTX, IDX, position.x, position.y, position.z, blendWeights.x, blendWeights.y, blendWeights.z, blendWeights.w, blendIndices.x, blendIndices.y, blendIndices.z, blendIndices.w
60, 806, -0.8648,  19.5702,  0.4019,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
61, 805, -0.8651,  19.6297,  0.3541,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
62, 804, -0.8002,  19.648,  0.4011,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
63, 805, -0.8651,  19.6297,  0.3541,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
64, 808, -0.8571,  19.7098,  0.3273,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
65, 804, -0.8002,  19.648,  0.4011,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
66, 392,  0.8571,  19.7098,  0.3273,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
67, 390,  0.8651,  19.6297,  0.3541,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
68, 388,  0.8002,  19.648,  0.4011,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
69, 390,  0.8651,  19.6297,  0.3541,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
70, 389,  0.8648,  19.5702,  0.4019,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
71, 388,  0.8002,  19.648,  0.4011,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
72, 593, -0.528,  20.1479,  0.9136,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
73, 600, -0.5432,  20.1116,  0.8738,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
74, 666, -0.619,  20.2254,  0.8186,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
75, 666, -0.619,  20.2254,  0.8186,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
76, 665, -0.6149,  20.2451,  0.8604,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
77, 593, -0.528,  20.1479,  0.9136,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
78, 601, -0.4257,  19.9705,  0.9336,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
79, 600, -0.5432,  20.1116,  0.8738,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
80, 593, -0.528,  20.1479,  0.9136,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
81, 654, -0.6677,  20.2436,  0.8736,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
82, 665, -0.6149,  20.2451,  0.8604,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
83, 667, -0.6359,  20.3699,  0.8276,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
84, 667, -0.6359,  20.3699,  0.8276,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
85, 665, -0.6149,  20.2451,  0.8604,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
86, 666, -0.619,  20.2254,  0.8186,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
87, 667, -0.6359,  20.3699,  0.8276,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
88, 670, -0.679,  20.3856,  0.8384,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
89, 654, -0.6677,  20.2436,  0.8736,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
90, 653, -0.7193,  20.2293,  0.8265,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
91, 654, -0.6677,  20.2436,  0.8736,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
92, 670, -0.679,  20.3856,  0.8384,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
93, 654, -0.6677,  20.2436,  0.8736,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
94, 653, -0.7193,  20.2293,  0.8265,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
95, 603, -0.6284,  20.0887,  0.9103,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
96, 598, -0.6009,  20.0764,  0.8553,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
97, 603, -0.6284,  20.0887,  0.9103,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
98, 653, -0.7193,  20.2293,  0.8265,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
99, 602, -0.5314,  19.9762,  0.9829,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
100, 603, -0.6284,  20.0887,  0.9103,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
101, 598, -0.6009,  20.0764,  0.8553,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
102, 602, -0.5314,  19.9762,  0.9829,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
103, 599, -0.4958,  19.9526,  0.9376,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
104, 609, -0.461,  19.8778,  0.9806,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
105, 609, -0.461,  19.8778,  0.9806,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
106, 608, -0.4952,  19.9025,  1.0281,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
107, 602, -0.5314,  19.9762,  0.9829,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
108, 598, -0.6009,  20.0764,  0.8553,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
109, 599, -0.4958,  19.9526,  0.9376,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
110, 602, -0.5314,  19.9762,  0.9829,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
111, 597, -0.5432,  20.1116,  0.8738,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
112, 598, -0.6009,  20.0764,  0.8553,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
113, 655, -0.6822,  20.2171,  0.7941,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
114, 653, -0.7193,  20.2293,  0.8265,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
115, 655, -0.6822,  20.2171,  0.7941,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
116, 598, -0.6009,  20.0764,  0.8553,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
117, 596, -0.4257,  19.9705,  0.9336,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
118, 599, -0.4958,  19.9526,  0.9376,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
119, 598, -0.6009,  20.0764,  0.8553,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
120, 598, -0.6009,  20.0764,  0.8553,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
121, 597, -0.5432,  20.1116,  0.8738,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
122, 596, -0.4257,  19.9705,  0.9336,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
123, 655, -0.6822,  20.2171,  0.7941,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
124, 1090, -0.7193,  20.2293,  0.8265,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
125, 669, -0.7061,  20.3894,  0.802,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
126, 670, -0.679,  20.3856,  0.8384,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
127, 669, -0.7061,  20.3894,  0.802,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
128, 653, -0.7193,  20.2293,  0.8265,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
129, 670, -0.679,  20.3856,  0.8384,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
130, 667, -0.6359,  20.3699,  0.8276,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
131, 673, -0.5514,  20.517,  0.8046,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
132, 673, -0.5514,  20.517,  0.8046,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
133, 672, -0.5817,  20.5212,  0.8193,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
134, 670, -0.679,  20.3856,  0.8384,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
135, 670, -0.679,  20.3856,  0.8384,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
136, 672, -0.5817,  20.5212,  0.8193,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
137, 656, -0.6077,  20.5202,  0.7978,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
138, 656, -0.6077,  20.5202,  0.7978,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
139, 669, -0.7061,  20.3894,  0.802,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
140, 670, -0.679,  20.3856,  0.8384,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
141, 667, -0.6359,  20.3699,  0.8276,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
142, 668, -0.6333,  20.3631,  0.7903,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
143, 674, -0.566,  20.5061,  0.7836,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
144, 674, -0.566,  20.5061,  0.7836,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
145, 1091, -0.5514,  20.517,  0.8046,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
146, 1092, -0.6359,  20.3699,  0.8276,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
147, 666, -0.619,  20.2254,  0.8186,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
148, 668, -0.6333,  20.3631,  0.7903,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
149, 667, -0.6359,  20.3699,  0.8276,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
150, 675, -0.5437,  20.5864,  0.7492,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
151, 1091, -0.5514,  20.517,  0.8046,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
152, 674, -0.566,  20.5061,  0.7836,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
153, 671, -0.5637,  20.5974,  0.7557,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
154, 672, -0.5817,  20.5212,  0.8193,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
155, 673, -0.5514,  20.517,  0.8046,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
156, 673, -0.5514,  20.517,  0.8046,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
157, 1093, -0.5437,  20.5864,  0.7492,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
158, 671, -0.5637,  20.5974,  0.7557,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
159, 659, -0.5829,  20.5829,  0.7522,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
160, 656, -0.6077,  20.5202,  0.7978,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
161, 672, -0.5817,  20.5212,  0.8193,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
162, 672, -0.5817,  20.5212,  0.8193,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
163, 671, -0.5637,  20.5974,  0.7557,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
164, 659, -0.5829,  20.5829,  0.7522,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
165, 656, -0.6077,  20.5202,  0.7978,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
166, 657, -0.5975,  20.5013,  0.7777,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
167, 661, -0.6729,  20.3751,  0.7738,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
168, 661, -0.6729,  20.3751,  0.7738,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
169, 669, -0.7061,  20.3894,  0.802,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
170, 1094, -0.6077,  20.5202,  0.7978,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
171, 1094, -0.6077,  20.5202,  0.7978,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
172, 659, -0.5829,  20.5829,  0.7522,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
173, 658, -0.5711,  20.5697,  0.7386,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
174, 658, -0.5711,  20.5697,  0.7386,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
175, 657, -0.5975,  20.5013,  0.7777,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
176, 656, -0.6077,  20.5202,  0.7978,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
177, 669, -0.7061,  20.3894,  0.802,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
178, 661, -0.6729,  20.3751,  0.7738,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
179, 655, -0.6822,  20.2171,  0.7941,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
180, 660, -0.619,  20.2254,  0.8186,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
181, 655, -0.6822,  20.2171,  0.7941,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
182, 661, -0.6729,  20.3751,  0.7738,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
183, 661, -0.6729,  20.3751,  0.7738,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
184, 662, -0.6333,  20.3631,  0.7903,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
185, 660, -0.619,  20.2254,  0.8186,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
186, 661, -0.6729,  20.3751,  0.7738,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
187, 657, -0.5975,  20.5013,  0.7777,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
188, 663, -0.566,  20.5061,  0.7836,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
189, 663, -0.566,  20.5061,  0.7836,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
190, 662, -0.6333,  20.3631,  0.7903,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
191, 661, -0.6729,  20.3751,  0.7738,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
192, 655, -0.6822,  20.2171,  0.7941,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
193, 660, -0.619,  20.2254,  0.8186,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
194, 597, -0.5432,  20.1116,  0.8738,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
195, 664, -0.548,  20.5681,  0.7434,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
196, 663, -0.566,  20.5061,  0.7836,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
197, 657, -0.5975,  20.5013,  0.7777,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
198, 657, -0.5975,  20.5013,  0.7777,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
199, 658, -0.5711,  20.5697,  0.7386,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
200, 664, -0.548,  20.5681,  0.7434,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
201, 658, -0.5711,  20.5697,  0.7386,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
202, 751, -0.5905,  20.6286,  0.6627,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
203, 664, -0.548,  20.5681,  0.7434,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
204, 658, -0.5711,  20.5697,  0.7386,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
205, 659, -0.5829,  20.5829,  0.7522,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
206, 751, -0.5905,  20.6286,  0.6627,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
207, 671, -0.5637,  20.5974,  0.7557,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
208, 1095, -0.5905,  20.6286,  0.6627,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
209, 659, -0.5829,  20.5829,  0.7522,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
210, 769, -0.914,  19.3259,  0.4215,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
211, 768, -0.9787,  19.3712,  0.3501,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
212, 767, -0.8745,  19.3753,  0.417,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
213, 353,  0.9787,  19.3712,  0.3501,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
214, 352,  0.914,  19.3259,  0.4215,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
215, 351,  0.8745,  19.3753,  0.417,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
216, 968, -1.4886,  19.6548, -0.0359,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
217, 926, -1.4865,  19.6201,  0.0016,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
218, 927, -1.6192,  19.5658, -0.0073,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
219, 967, -1.2905,  19.6399,  0.0595,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
220, 929, -1.3316,  19.596,  0.0923,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
221, 926, -1.4865,  19.6201,  0.0016,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
222, 926, -1.4865,  19.6201,  0.0016,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
223, 968, -1.4886,  19.6548, -0.0359,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
224, 967, -1.2905,  19.6399,  0.0595,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
225, 928, -1.3531,  19.6566,  0.1512,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
226, 925, -1.5117,  19.6542,  0.0518,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
227, 926, -1.4865,  19.6201,  0.0016,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
228, 1096, -1.4865,  19.6201,  0.0016,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
229, 929, -1.3316,  19.596,  0.0923,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
230, 928, -1.3531,  19.6566,  0.1512,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
231, 924, -1.637,  19.5855,  0.0278,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
232, 927, -1.6192,  19.5658, -0.0073,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
233, 926, -1.4865,  19.6201,  0.0016,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
234, 926, -1.4865,  19.6201,  0.0016,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
235, 925, -1.5117,  19.6542,  0.0518,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
236, 924, -1.637,  19.5855,  0.0278,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
237, 927, -1.6192,  19.5658, -0.0073,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
238, 969, -1.6293,  19.5841, -0.0372,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
239, 968, -1.4886,  19.6548, -0.0359,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
240, 969, -1.6293,  19.5841, -0.0372,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
241, 927, -1.6192,  19.5658, -0.0073,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
242, 976, -1.6884,  19.5131,  0.0001,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
243, 927, -1.6192,  19.5658, -0.0073,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
244, 924, -1.637,  19.5855,  0.0278,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
245, 974, -1.6983,  19.5237,  0.0179,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
246, 974, -1.6983,  19.5237,  0.0179,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
247, 976, -1.6884,  19.5131,  0.0001,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
248, 927, -1.6192,  19.5658, -0.0073,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
249, 1097, -1.6983,  19.5237,  0.0179,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
250, 1098, -1.637,  19.5855,  0.0278,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0
