VTX, IDX, position.x, position.y, position.z, blendWeights.x, blendWeights.y, blendWeights.z, blendWeights.w, blendIndices.x, blendIndices.y, blendIndices.z, blendIndices.w
43, 1724, -1.808,  17.2687, -0.0814,  0.62767,  0.37233,  0.00,  0.00, 2, 15, 15, 15
44, 1767, -1.6193,  17.1983, -0.1008,  0.61581,  0.38419,  0.00,  0.00, 2, 15, 15, 15
45, 1777, -1.202,  17.0215, -1.0582,  0.51163,  0.48837,  0.00,  0.00, 2, 15, 15, 15
46, 1778, -1.5357,  17.1393, -0.6781,  0.63504,  0.36496,  0.00,  0.00, 2, 15, 15, 15
47, 1720, -1.7213,  17.0857, -0.7128,  0.72016,  0.27984,  0.00,  0.00, 2, 15, 15, 15
48, 1720, -1.7213,  17.0857, -0.7128,  0.72016,  0.27984,  0.00,  0.00, 2, 15, 15, 15
49, 1778, -1.5357,  17.1393, -0.6781,  0.63504,  0.36496,  0.00,  0.00, 2, 15, 15, 15
50, 1767, -1.6193,  17.1983, -0.1008,  0.61581,  0.38419,  0.00,  0.00, 2, 15, 15, 15
51, 1767, -1.6193,  17.1983, -0.1008,  0.61581,  0.38419,  0.00,  0.00, 2, 15, 15, 15
52, 1784, -1.436,  17.2729, -0.0977,  0.61581,  0.38419,  0.00,  0.00, 2, 15, 15, 15
53, 1786, -1.228,  17.2592,  0.3643,  0.39907,  0.60093,  0.00,  0.00, 2, 15, 15, 15
54, 1786, -1.228,  17.2592,  0.3643,  0.39907,  0.60093,  0.00,  0.00, 2, 15, 15, 15
55, 1768, -1.4324,  17.1906,  0.4257,  0.41598,  0.58402,  0.00,  0.00, 2, 15, 15, 15
56, 1767, -1.6193,  17.1983, -0.1008,  0.61581,  0.38419,  0.00,  0.00, 2, 15, 15, 15
57, 1779, -1.4169,  17.2687, -0.6137,  0.63504,  0.36496,  0.00,  0.00, 2, 15, 15, 15
58, 1784, -1.436,  17.2729, -0.0977,  0.61581,  0.38419,  0.00,  0.00, 2, 15, 15, 15
59, 1767, -1.6193,  17.1983, -0.1008,  0.61581,  0.38419,  0.00,  0.00, 2, 15, 15, 15
60, 1767, -1.6193,  17.1983, -0.1008,  0.61581,  0.38419,  0.00,  0.00, 2, 15, 15, 15
61, 1778, -1.5357,  17.1393, -0.6781,  0.63504,  0.36496,  0.00,  0.00, 2, 15, 15, 15
62, 1779, -1.4169,  17.2687, -0.6137,  0.63504,  0.36496,  0.00,  0.00, 2, 15, 15, 15
63, 1767, -1.6193,  17.1983, -0.1008,  0.61581,  0.38419,  0.00,  0.00, 2, 15, 15, 15
64, 1768, -1.4324,  17.1906,  0.4257,  0.41598,  0.58402,  0.00,  0.00, 2, 15, 15, 15
65, 6614, -1.5812,  17.1391,  0.4454,  0.43654,  0.56346,  0.00,  0.00, 2, 15, 15, 15
66, 1778, -1.5357,  17.1393, -0.6781,  0.63504,  0.36496,  0.00,  0.00, 2, 15, 15, 15
67, 1777, -1.202,  17.0215, -1.0582,  0.51163,  0.48837,  0.00,  0.00, 2, 15, 15, 15
68, 1780, -1.0971,  17.3064, -0.9335,  0.50064,  0.49936,  0.00,  0.00, 2, 15, 15, 15
69, 1780, -1.0971,  17.3064, -0.9335,  0.50064,  0.49936,  0.00,  0.00, 2, 15, 15, 15
70, 1779, -1.4169,  17.2687, -0.6137,  0.63504,  0.36496,  0.00,  0.00, 2, 15, 15, 15
71, 1778, -1.5357,  17.1393, -0.6781,  0.63504,  0.36496,  0.00,  0.00, 2, 15, 15, 15
72, 1770, -0.5973,  17.3339, -1.1034,  1.00,  0.00,  0.00,  0.00, 15, 15, 15, 15
73, 1780, -1.0971,  17.3064, -0.9335,  0.50064,  0.49936,  0.00,  0.00, 2, 15, 15, 15
74, 1777, -1.202,  17.0215, -1.0582,  0.51163,  0.48837,  0.00,  0.00, 2, 15, 15, 15
75, 1735, -1.4324,  17.1906,  0.4257,  0.41598,  0.58402,  0.00,  0.00, 2, 15, 15, 15
76, 1785, -1.228,  17.2592,  0.3643,  0.39907,  0.60093,  0.00,  0.00, 2, 15, 15, 15
77, 1741, -1.2259,  17.2874,  0.3737,  0.39207,  0.60793,  0.00,  0.00, 2, 15, 15, 15
78, 1704,  0.6803,  16.7264, -1.5845,  0.14047,  0.85953,  0.00,  0.00, 9, 15, 15, 15
79, 1757, -0.0147,  16.6965, -1.6293,  1.00,  0.00,  0.00,  0.00, 15, 15, 15, 15
80, 1756, -0.0348,  16.9321, -1.6155,  1.00,  0.00,  0.00,  0.00, 15, 15, 15, 15
81, 1756, -0.0348,  16.9321, -1.6155,  1.00,  0.00,  0.00,  0.00, 15, 15, 15, 15
82, 1703,  0.6239,  16.9206, -1.513,  0.20766,  0.79234,  0.00,  0.00, 9, 15, 15, 15
83, 1704,  0.6803,  16.7264, -1.5845,  0.14047,  0.85953,  0.00,  0.00, 9, 15, 15, 15
84, 1757, -0.0147,  16.6965, -1.6293,  1.00,  0.00,  0.00,  0.00, 15, 15, 15, 15
85, 1704,  0.6803,  16.7264, -1.5845,  0.14047,  0.85953,  0.00,  0.00, 9, 15, 15, 15
86, 1758,  0.7357,  16.4979, -1.6505,  0.14047,  0.85953,  0.00,  0.00, 9, 15, 15, 15
87, 1701,  1.3057,  16.9405, -1.3354,  0.40832,  0.59168,  0.00,  0.00, 9, 15, 15, 15
88, 1704,  0.6803,  16.7264, -1.5845,  0.14047,  0.85953,  0.00,  0.00, 9, 15, 15, 15
89, 1703,  0.6239,  16.9206, -1.513,  0.20766,  0.79234,  0.00,  0.00, 9, 15, 15, 15
90, 1703,  0.6239,  16.9206, -1.513,  0.20766,  0.79234,  0.00,  0.00, 9, 15, 15, 15
91, 1702,  1.2105,  17.0387, -1.2558,  0.41516,  0.58484,  0.00,  0.00, 9, 15, 15, 15
92, 1701,  1.3057,  16.9405, -1.3354,  0.40832,  0.59168,  0.00,  0.00, 9, 15, 15, 15
93, 1701,  1.3057,  16.9405, -1.3354,  0.40832,  0.59168,  0.00,  0.00, 9, 15, 15, 15
94, 1702,  1.2105,  17.0387, -1.2558,  0.41516,  0.58484,  0.00,  0.00, 9, 15, 15, 15
95, 1708,  1.4671,  17.2418, -0.9008,  0.54707,  0.45293,  0.00,  0.00, 9, 15, 15, 15
96, 1728,  1.7109,  17.1133, -0.7097,  0.72016,  0.27984,  0.00,  0.00, 9, 15, 15, 15
97, 1782,  1.4953,  17.2831, -0.685,  0.63504,  0.36496,  0.00,  0.00, 9, 15, 15, 15
98, 1776,  1.152,  17.0845, -1.1377,  0.51163,  0.48837,  0.00,  0.00, 9, 15, 15, 15
99, 1776,  1.152,  17.0845, -1.1377,  0.51163,  0.48837,  0.00,  0.00, 9, 15, 15, 15
100, 1727,  1.3758,  16.6653, -1.2441,  0.49213,  0.50787,  0.00,  0.00, 9, 15, 15, 15
101, 1728,  1.7109,  17.1133, -0.7097,  0.72016,  0.27984,  0.00,  0.00, 9, 15, 15, 15
102, 1782,  1.4953,  17.2831, -0.685,  0.63504,  0.36496,  0.00,  0.00, 9, 15, 15, 15
103, 1763,  1.5145,  17.289, -0.0083,  0.61581,  0.38419,  0.00,  0.00, 9, 15, 15, 15
104, 1764,  1.3273,  17.3778,  0.0351,  0.55261,  0.44739,  0.00,  0.00, 9, 15, 15, 15
105, 1763,  1.5145,  17.289, -0.0083,  0.61581,  0.38419,  0.00,  0.00, 9, 15, 15, 15
106, 1766,  1.4177,  17.2032,  0.4418,  0.41598,  0.58402,  0.00,  0.00, 9, 15, 15, 15
107, 1765,  1.2198,  17.269,  0.3698,  0.39907,  0.60093,  0.00,  0.00, 9, 15, 15, 15
108, 1765,  1.2198,  17.269,  0.3698,  0.39907,  0.60093,  0.00,  0.00, 9, 15, 15, 15
109, 1764,  1.3273,  17.3778,  0.0351,  0.55261,  0.44739,  0.00,  0.00, 9, 15, 15, 15
110, 1763,  1.5145,  17.289, -0.0083,  0.61581,  0.38419,  0.00,  0.00, 9, 15, 15, 15
111, 1764,  1.3273,  17.3778,  0.0351,  0.55261,  0.44739,  0.00,  0.00, 9, 15, 15, 15
112, 1781,  1.3066,  17.4604, -0.4692,  0.56723,  0.43277,  0.00,  0.00, 9, 15, 15, 15
113, 1782,  1.4953,  17.2831, -0.685,  0.63504,  0.36496,  0.00,  0.00, 9, 15, 15, 15
114, 1776,  1.152,  17.0845, -1.1377,  0.51163,  0.48837,  0.00,  0.00, 9, 15, 15, 15
115, 1782,  1.4953,  17.2831, -0.685,  0.63504,  0.36496,  0.00,  0.00, 9, 15, 15, 15
116, 1781,  1.3066,  17.4604, -0.4692,  0.56723,  0.43277,  0.00,  0.00, 9, 15, 15, 15
117, 1781,  1.3066,  17.4604, -0.4692,  0.56723,  0.43277,  0.00,  0.00, 9, 15, 15, 15
118, 1775,  0.8716,  17.4225, -1.0245,  0.50648,  0.49352,  0.00,  0.00, 9, 15, 15, 15
119, 1776,  1.152,  17.0845, -1.1377,  0.51163,  0.48837,  0.00,  0.00, 9, 15, 15, 15
120, 1727,  1.3758,  16.6653, -1.2441,  0.49213,  0.50787,  0.00,  0.00, 9, 15, 15, 15
121, 1776,  1.152,  17.0845, -1.1377,  0.51163,  0.48837,  0.00,  0.00, 9, 15, 15, 15
122, 1773,  0.5819,  16.8844, -1.3072,  0.28168,  0.71832,  0.00,  0.00, 9, 15, 15, 15
123, 1773,  0.5819,  16.8844, -1.3072,  0.28168,  0.71832,  0.00,  0.00, 9, 15, 15, 15
124, 1776,  1.152,  17.0845, -1.1377,  0.51163,  0.48837,  0.00,  0.00, 9, 15, 15, 15
125, 1775,  0.8716,  17.4225, -1.0245,  0.50648,  0.49352,  0.00,  0.00, 9, 15, 15, 15
126, 1773,  0.5819,  16.8844, -1.3072,  0.28168,  0.71832,  0.00,  0.00, 9, 15, 15, 15
127, 1761,  0.7283,  16.3044, -1.4819,  0.15884,  0.84116,  0.00,  0.00, 9, 15, 15, 15
128, 1727,  1.3758,  16.6653, -1.2441,  0.49213,  0.50787,  0.00,  0.00, 9, 15, 15, 15
129, 1727,  1.3758,  16.6653, -1.2441,  0.49213,  0.50787,  0.00,  0.00, 9, 15, 15, 15
130, 1761,  0.7283,  16.3044, -1.4819,  0.15884,  0.84116,  0.00,  0.00, 9, 15, 15, 15
131, 1760,  0.7599,  16.3227, -1.6182,  0.12086,  0.87914,  0.00,  0.00, 9, 15, 15, 15
132, 1783,  0.0235,  16.4525, -1.4424,  1.00,  0.00,  0.00,  0.00, 15, 15, 15, 15
133, 1761,  0.7283,  16.3044, -1.4819,  0.15884,  0.84116,  0.00,  0.00, 9, 15, 15, 15
134, 1773,  0.5819,  16.8844, -1.3072,  0.28168,  0.71832,  0.00,  0.00, 9, 15, 15, 15
135, 1772, -0.0111,  16.8595, -1.3311,  1.00,  0.00,  0.00,  0.00, 15, 15, 15, 15
136, 1773,  0.5819,  16.8844, -1.3072,  0.28168,  0.71832,  0.00,  0.00, 9, 15, 15, 15
137, 1774,  0.3983,  17.3927, -1.1501,  1.00,  0.00,  0.00,  0.00, 15, 15, 15, 15
138, 1773,  0.5819,  16.8844, -1.3072,  0.28168,  0.71832,  0.00,  0.00, 9, 15, 15, 15
139, 1772, -0.0111,  16.8595, -1.3311,  1.00,  0.00,  0.00,  0.00, 15, 15, 15, 15
140, 1783,  0.0235,  16.4525, -1.4424,  1.00,  0.00,  0.00,  0.00, 15, 15, 15, 15
141, 1775,  0.8716,  17.4225, -1.0245,  0.50648,  0.49352,  0.00,  0.00, 9, 15, 15, 15
142, 1774,  0.3983,  17.3927, -1.1501,  1.00,  0.00,  0.00,  0.00, 15, 15, 15, 15
143, 1773,  0.5819,  16.8844, -1.3072,  0.28168,  0.71832,  0.00,  0.00, 9, 15, 15, 15
144, 249, -1.6566,  17.1345,  0.3835,  0.49748,  0.50252,  0.00,  0.00, 2, 15, 15, 15
145, 250, -1.5773,  17.1197,  0.419,  0.465,  0.535,  0.00,  0.00, 2, 15, 15, 15
146, 253, -1.4967,  16.9971,  0.5955,  0.36044,  0.63956,  0.00,  0.00, 2, 15, 15, 15
147, 248, -1.1765,  17.2935,  0.2701,  0.4394,  0.5606,  0.00,  0.00, 2, 15, 15, 15
148, 251, -1.2111,  17.2393,  0.334,  0.42453,  0.57547,  0.00,  0.00, 2, 15, 15, 15
149, 250, -1.5773,  17.1197,  0.419,  0.465,  0.535,  0.00,  0.00, 2, 15, 15, 15
150, 250, -1.5773,  17.1197,  0.419,  0.465,  0.535,  0.00,  0.00, 2, 15, 15, 15
151, 249, -1.6566,  17.1345,  0.3835,  0.49748,  0.50252,  0.00,  0.00, 2, 15, 15, 15
152, 248, -1.1765,  17.2935,  0.2701,  0.4394,  0.5606,  0.00,  0.00, 2, 15, 15, 15
153, 253, -1.4967,  16.9971,  0.5955,  0.36044,  0.63956,  0.00,  0.00, 2, 15, 15, 15
154, 252, -1.5309,  16.9433,  0.6599,  0.33025,  0.66975,  0.00,  0.00, 2, 15, 15, 15
155, 249, -1.6566,  17.1345,  0.3835,  0.49748,  0.50252,  0.00,  0.00, 2, 15, 15, 15
156, 254, -1.0514,  17.0978,  0.5446,  0.30747,  0.69253,  0.00,  0.00, 2, 15, 15, 15
157, 252, -1.5309,  16.9433,  0.6599,  0.33025,  0.66975,  0.00,  0.00, 2, 15, 15, 15
158, 253, -1.4967,  16.9971,  0.5955,  0.36044,  0.63956,  0.00,  0.00, 2, 15, 15, 15
159, 253, -1.4967,  16.9971,  0.5955,  0.36044,  0.63956,  0.00,  0.00, 2, 15, 15, 15
160, 255, -1.1305,  17.1163,  0.5094,  0.33675,  0.66325,  0.00,  0.00, 2, 15, 15, 15
161, 254, -1.0514,  17.0978,  0.5446,  0.30747,  0.69253,  0.00,  0.00, 2, 15, 15, 15
162, 248, -1.1765,  17.2935,  0.2701,  0.4394,  0.5606,  0.00,  0.00, 2, 15, 15, 15
163, 254, -1.0514,  17.0978,  0.5446,  0.30747,  0.69253,  0.00,  0.00, 2, 15, 15, 15
164, 255, -1.1305,  17.1163,  0.5094,  0.33675,  0.66325,  0.00,  0.00, 2, 15, 15, 15
165, 255, -1.1305,  17.1163,  0.5094,  0.33675,  0.66325,  0.00,  0.00, 2, 15, 15, 15
166, 251, -1.2111,  17.2393,  0.334,  0.42453,  0.57547,  0.00,  0.00, 2, 15, 15, 15
167, 248, -1.1765,  17.2935,  0.2701,  0.4394,  0.5606,  0.00,  0.00, 2, 15, 15, 15
168, 185,  1.4967,  16.9971,  0.5955,  0.36044,  0.63956,  0.00,  0.00, 9, 15, 15, 15
169, 183,  1.5773,  17.1197,  0.419,  0.465,  0.535,  0.00,  0.00, 9, 15, 15, 15
170, 184,  1.6566,  17.1345,  0.3835,  0.49748,  0.50252,  0.00,  0.00, 9, 15, 15, 15
171, 181,  1.1765,  17.2935,  0.2701,  0.4394,  0.5606,  0.00,  0.00, 9, 15, 15, 15
172, 184,  1.6566,  17.1345,  0.3835,  0.49748,  0.50252,  0.00,  0.00, 9, 15, 15, 15
173, 183,  1.5773,  17.1197,  0.419,  0.465,  0.535,  0.00,  0.00, 9, 15, 15, 15
174, 183,  1.5773,  17.1197,  0.419,  0.465,  0.535,  0.00,  0.00, 9, 15, 15, 15
175, 182,  1.2111,  17.2393,  0.334,  0.42453,  0.57547,  0.00,  0.00, 9, 15, 15, 15
176, 181,  1.1765,  17.2935,  0.2701,  0.4394,  0.5606,  0.00,  0.00, 9, 15, 15, 15
177, 187,  1.0514,  17.0978,  0.5446,  0.30747,  0.69253,  0.00,  0.00, 9, 15, 15, 15
178, 188,  1.1305,  17.1163,  0.5094,  0.33675,  0.66325,  0.00,  0.00, 9, 15, 15, 15
179, 185,  1.4967,  16.9971,  0.5955,  0.36044,  0.63956,  0.00,  0.00, 9, 15, 15, 15
180, 185,  1.4967,  16.9971,  0.5955,  0.36044,  0.63956,  0.00,  0.00, 9, 15, 15, 15
181, 186,  1.5309,  16.9433,  0.6599,  0.33025,  0.66975,  0.00,  0.00, 9, 15, 15, 15
182, 187,  1.0514,  17.0978,  0.5446,  0.30747,  0.69253,  0.00,  0.00, 9, 15, 15, 15
183, 184,  1.6566,  17.1345,  0.3835,  0.49748,  0.50252,  0.00,  0.00, 9, 15, 15, 15
184, 186,  1.5309,  16.9433,  0.6599,  0.33025,  0.66975,  0.00,  0.00, 9, 15, 15, 15
185, 185,  1.4967,  16.9971,  0.5955,  0.36044,  0.63956,  0.00,  0.00, 9, 15, 15, 15
186, 188,  1.1305,  17.1163,  0.5094,  0.33675,  0.66325,  0.00,  0.00, 9, 15, 15, 15
187, 187,  1.0514,  17.0978,  0.5446,  0.30747,  0.69253,  0.00,  0.00, 9, 15, 15, 15
188, 181,  1.1765,  17.2935,  0.2701,  0.4394,  0.5606,  0.00,  0.00, 9, 15, 15, 15
189, 181,  1.1765,  17.2935,  0.2701,  0.4394,  0.5606,  0.00,  0.00, 9, 15, 15, 15
190, 182,  1.2111,  17.2393,  0.334,  0.42453,  0.57547,  0.00,  0.00, 9, 15, 15, 15
191, 188,  1.1305,  17.1163,  0.5094,  0.33675,  0.66325,  0.00,  0.00, 9, 15, 15, 15
192, 1664, -4.1709,  14.7454, -0.191,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
193, 1682, -3.8735,  14.5521, -0.8208,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
194, 1692, -3.5162,  15.0242, -0.7887,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
195, 1692, -3.5162,  15.0242, -0.7887,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
196, 1681, -3.7955,  15.1288, -0.191,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
197, 1664, -4.1709,  14.7454, -0.191,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
198, 1663, -3.8735,  14.5521,  0.4387,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
199, 1664, -4.1709,  14.7454, -0.191,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
200, 1681, -3.7955,  15.1288, -0.191,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
201, 1664, -4.1709,  14.7454, -0.191,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
202, 1665, -4.6287,  14.5109, -0.191,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
203, 1683, -4.2706,  14.236, -0.8798,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
204, 1683, -4.2706,  14.236, -0.8798,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
205, 1682, -3.8735,  14.5521, -0.8208,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
206, 1664, -4.1709,  14.7454, -0.191,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
207, 1662, -4.2706,  14.236,  0.4977,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
208, 1665, -4.6287,  14.5109, -0.191,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
209, 1664, -4.1709,  14.7454, -0.191,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
210, 1664, -4.1709,  14.7454, -0.191,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
211, 1663, -3.8735,  14.5521,  0.4387,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
212, 1662, -4.2706,  14.236,  0.4977,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
213, 1688, -3.0427,  14.7078, -1.2517,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
214, 1692, -3.5162,  15.0242, -0.7887,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
215, 1682, -3.8735,  14.5521, -0.8208,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
216, 1682, -3.8735,  14.5521, -0.8208,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
217, 1684, -3.3888,  14.2307, -1.2766,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
218, 1688, -3.0427,  14.7078, -1.2517,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
219, 1684, -3.3888,  14.2307, -1.2766,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
220, 1682, -3.8735,  14.5521, -0.8208,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
221, 1683, -4.2706,  14.236, -0.8798,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
222, 1680, -3.3931,  15.7363, -0.191,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
223, 1681, -3.7955,  15.1288, -0.191,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
224, 1692, -3.5162,  15.0242, -0.7887,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
225, 1692, -3.5162,  15.0242, -0.7887,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
226, 1693, -3.1858,  15.6156, -0.7564,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
227, 1680, -3.3931,  15.7363, -0.191,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
228, 1693, -3.1858,  15.6156, -0.7564,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
229, 1692, -3.5162,  15.0242, -0.7887,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
230, 1688, -3.0427,  14.7078, -1.2517,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
231, 1681, -3.7955,  15.1288, -0.191,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
232, 1674, -3.5162,  15.0242,  0.4065,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
233, 1663, -3.8735,  14.5521,  0.4387,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
234, 1674, -3.5162,  15.0242,  0.4065,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
235, 1681, -3.7955,  15.1288, -0.191,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
236, 1680, -3.3931,  15.7363, -0.191,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
237, 1671, -3.0427,  14.7078,  0.8694,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
238, 1667, -3.3888,  14.2307,  0.8943,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
239, 1663, -3.8735,  14.5521,  0.4387,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
240, 1663, -3.8735,  14.5521,  0.4387,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
241, 1674, -3.5162,  15.0242,  0.4065,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
242, 1671, -3.0427,  14.7078,  0.8694,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
