VTX, IDX, position.x, position.y, position.z, blendWeights.x, blendWeights.y, blendWeights.z, blendWeights.w, blendIndices.x, blendIndices.y, blendIndices.z, blendIndices.w
27, 1407,  4.2441,  9.4201,  0.9482,  0.28182,  0.71818,  0.00,  0.00, 27, 28, 28, 28
28, 1412,  4.2798,  9.3853,  0.877,  0.35933,  0.64067,  0.00,  0.00, 27, 28, 28, 28
29, 1411,  4.2495,  9.3445,  0.8855,  0.16309,  0.83691,  0.00,  0.00, 27, 28, 28, 28
30, 1408,  4.2483,  9.4289,  1.0228,  0.35143,  0.64857,  0.00,  0.00, 27, 28, 28, 28
31, 1407,  4.2441,  9.4201,  0.9482,  0.28182,  0.71818,  0.00,  0.00, 27, 28, 28, 28
32, 1406,  4.2158,  9.3787,  0.9544,  0.12242,  0.87758,  0.00,  0.00, 27, 28, 28, 28
33, 1401,  4.2802,  9.3765,  1.066,  0.50,  0.50,  0.00,  0.00, 27, 28, 28, 28
34, 1408,  4.2483,  9.4289,  1.0228,  0.35143,  0.64857,  0.00,  0.00, 27, 28, 28, 28
35, 1403,  4.2202,  9.3894,  1.0281,  0.13227,  0.86773,  0.00,  0.00, 27, 28, 28, 28
36, 1401,  4.2802,  9.3765,  1.066,  0.50,  0.50,  0.00,  0.00, 27, 28, 28, 28
37, 1828,  4.3088,  9.413,  1.0613,  0.58011,  0.41989,  0.00,  0.00, 27, 28, 28, 28
38, 1408,  4.2483,  9.4289,  1.0228,  0.35143,  0.64857,  0.00,  0.00, 27, 28, 28, 28
39, 1399,  4.3775,  9.619,  1.0038,  0.20,  0.80,  0.00,  0.00, 26, 27, 27, 27
40, 1408,  4.2483,  9.4289,  1.0228,  0.35143,  0.64857,  0.00,  0.00, 27, 28, 28, 28
41, 1828,  4.3088,  9.413,  1.0613,  0.58011,  0.41989,  0.00,  0.00, 27, 28, 28, 28
42, 1406,  4.2158,  9.3787,  0.9544,  0.12242,  0.87758,  0.00,  0.00, 27, 28, 28, 28
43, 1403,  4.2202,  9.3894,  1.0281,  0.13227,  0.86773,  0.00,  0.00, 27, 28, 28, 28
44, 1408,  4.2483,  9.4289,  1.0228,  0.35143,  0.64857,  0.00,  0.00, 27, 28, 28, 28
45, 1828,  4.3088,  9.413,  1.0613,  0.58011,  0.41989,  0.00,  0.00, 27, 28, 28, 28
46, 1474,  4.4241,  9.5594,  1.0434,  1.00,  0.00,  0.00,  0.00, 27, 27, 27, 27
47, 1399,  4.3775,  9.619,  1.0038,  0.20,  0.80,  0.00,  0.00, 26, 27, 27, 27
48, 1399,  4.3775,  9.619,  1.0038,  0.20,  0.80,  0.00,  0.00, 26, 27, 27, 27
49, 1474,  4.4241,  9.5594,  1.0434,  1.00,  0.00,  0.00,  0.00, 27, 27, 27, 27
50, 1398,  4.4586,  9.6145,  1.0361,  1.00,  0.00,  0.00,  0.00, 27, 27, 27, 27
51, 1402,  4.2504,  9.338,  1.0709,  0.20,  0.80,  0.00,  0.00, 27, 28, 28, 28
52, 1403,  4.2202,  9.3894,  1.0281,  0.13227,  0.86773,  0.00,  0.00, 27, 28, 28, 28
53, 1334,  4.1598,  9.293,  1.0367,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
54, 1334,  4.1598,  9.293,  1.0367,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
55, 1403,  4.2202,  9.3894,  1.0281,  0.13227,  0.86773,  0.00,  0.00, 27, 28, 28, 28
56, 1406,  4.2158,  9.3787,  0.9544,  0.12242,  0.87758,  0.00,  0.00, 27, 28, 28, 28
57, 1403,  4.2202,  9.3894,  1.0281,  0.13227,  0.86773,  0.00,  0.00, 27, 28, 28, 28
58, 1402,  4.2504,  9.338,  1.0709,  0.20,  0.80,  0.00,  0.00, 27, 28, 28, 28
59, 1401,  4.2802,  9.3765,  1.066,  0.50,  0.50,  0.00,  0.00, 27, 28, 28, 28
60, 1406,  4.2158,  9.3787,  0.9544,  0.12242,  0.87758,  0.00,  0.00, 27, 28, 28, 28
61, 1331,  4.1604,  9.2847,  0.9682,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
62, 1334,  4.1598,  9.293,  1.0367,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
63, 1331,  4.1604,  9.2847,  0.9682,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
64, 1406,  4.2158,  9.3787,  0.9544,  0.12242,  0.87758,  0.00,  0.00, 27, 28, 28, 28
65, 1411,  4.2495,  9.3445,  0.8855,  0.16309,  0.83691,  0.00,  0.00, 27, 28, 28, 28
66, 1334,  4.1598,  9.293,  1.0367,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
67, 1335,  4.1943,  9.2647,  1.0746,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
68, 1402,  4.2504,  9.338,  1.0709,  0.20,  0.80,  0.00,  0.00, 27, 28, 28, 28
69, 1321,  4.1168,  9.2084,  1.0358,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
70, 1334,  4.1598,  9.293,  1.0367,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
71, 1331,  4.1604,  9.2847,  0.9682,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
72, 1334,  4.1598,  9.293,  1.0367,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
73, 1321,  4.1168,  9.2084,  1.0358,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
74, 1336,  4.1483,  9.204,  1.0715,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
75, 1336,  4.1483,  9.204,  1.0715,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
76, 1335,  4.1943,  9.2647,  1.0746,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
77, 1334,  4.1598,  9.293,  1.0367,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
78, 1411,  4.2495,  9.3445,  0.8855,  0.16309,  0.83691,  0.00,  0.00, 27, 28, 28, 28
79, 1330,  4.1827,  9.2522,  0.9083,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
80, 1331,  4.1604,  9.2847,  0.9682,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
81, 1331,  4.1604,  9.2847,  0.9682,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
82, 1320,  4.1176,  9.1941,  0.9819,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
83, 1321,  4.1168,  9.2084,  1.0358,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
84, 1320,  4.1176,  9.1941,  0.9819,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
85, 1331,  4.1604,  9.2847,  0.9682,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
86, 1330,  4.1827,  9.2522,  0.9083,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
87, 1336,  4.1483,  9.204,  1.0715,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
88, 1321,  4.1168,  9.2084,  1.0358,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
89, 1322,  4.1338,  9.1528,  1.053,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
90, 1322,  4.1338,  9.1528,  1.053,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
91, 1321,  4.1168,  9.2084,  1.0358,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
92, 1320,  4.1176,  9.1941,  0.9819,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
93, 1330,  4.1827,  9.2522,  0.9083,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
94, 1329,  4.1318,  9.1729,  0.9308,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
95, 1320,  4.1176,  9.1941,  0.9819,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
96, 1328,  4.1543,  9.1408,  0.9403,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
97, 1323,  4.1368,  9.128,  1.004,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
98, 1320,  4.1176,  9.1941,  0.9819,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
99, 1320,  4.1176,  9.1941,  0.9819,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
100, 1329,  4.1318,  9.1729,  0.9308,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
101, 1328,  4.1543,  9.1408,  0.9403,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
102, 1320,  4.1176,  9.1941,  0.9819,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
103, 1323,  4.1368,  9.128,  1.004,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
104, 1322,  4.1338,  9.1528,  1.053,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
105, 1329,  4.1318,  9.1729,  0.9308,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
106, 1330,  4.1827,  9.2522,  0.9083,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
107, 1748,  4.2197,  9.2252,  0.9084,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
108, 1748,  4.2197,  9.2252,  0.9084,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
109, 1330,  4.1827,  9.2522,  0.9083,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
110, 1411,  4.2495,  9.3445,  0.8855,  0.16309,  0.83691,  0.00,  0.00, 27, 28, 28, 28
111, 1748,  4.2197,  9.2252,  0.9084,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
112, 1328,  4.1543,  9.1408,  0.9403,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
113, 1329,  4.1318,  9.1729,  0.9308,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
114, 1411,  4.2495,  9.3445,  0.8855,  0.16309,  0.83691,  0.00,  0.00, 27, 28, 28, 28
115, 1749,  4.2764,  9.2988,  0.8861,  0.20,  0.80,  0.00,  0.00, 27, 28, 28, 28
116, 1748,  4.2197,  9.2252,  0.9084,  1.00,  0.00,  0.00,  0.00, 28, 28, 28, 28
117, 822, -4.2441,  9.4201,  0.9482,  0.28182,  0.71818,  0.00,  0.00, 10, 11, 11, 11
118, 820, -4.2158,  9.3787,  0.9544,  0.12242,  0.87758,  0.00,  0.00, 10, 11, 11, 11
119, 825, -4.2495,  9.3445,  0.8855,  0.16309,  0.83691,  0.00,  0.00, 10, 11, 11, 11
120, 820, -4.2158,  9.3787,  0.9544,  0.12242,  0.87758,  0.00,  0.00, 10, 11, 11, 11
121, 822, -4.2441,  9.4201,  0.9482,  0.28182,  0.71818,  0.00,  0.00, 10, 11, 11, 11
122, 821, -4.2483,  9.4289,  1.0228,  0.35143,  0.64857,  0.00,  0.00, 10, 11, 11, 11
123, 1243, -4.3376,  9.3798,  0.8664,  0.62388,  0.37612,  0.00,  0.00, 10, 11, 11, 11
124, 826, -4.2798,  9.3853,  0.877,  0.35933,  0.64067,  0.00,  0.00, 10, 11, 11, 11
125, 829, -4.3064,  9.3383,  0.8764,  0.50,  0.50,  0.00,  0.00, 10, 11, 11, 11
126, 826, -4.2798,  9.3853,  0.877,  0.35933,  0.64067,  0.00,  0.00, 10, 11, 11, 11
127, 825, -4.2495,  9.3445,  0.8855,  0.16309,  0.83691,  0.00,  0.00, 10, 11, 11, 11
128, 829, -4.3064,  9.3383,  0.8764,  0.50,  0.50,  0.00,  0.00, 10, 11, 11, 11
129, 1163, -4.2764,  9.2988,  0.8861,  0.20,  0.80,  0.00,  0.00, 10, 11, 11, 11
130, 829, -4.3064,  9.3383,  0.8764,  0.50,  0.50,  0.00,  0.00, 10, 11, 11, 11
131, 825, -4.2495,  9.3445,  0.8855,  0.16309,  0.83691,  0.00,  0.00, 10, 11, 11, 11
132, 745, -4.1604,  9.2847,  0.9682,  1.00,  0.00,  0.00,  0.00, 11, 11, 11, 11
133, 744, -4.1827,  9.2522,  0.9083,  1.00,  0.00,  0.00,  0.00, 11, 11, 11, 11
134, 825, -4.2495,  9.3445,  0.8855,  0.16309,  0.83691,  0.00,  0.00, 10, 11, 11, 11
135, 825, -4.2495,  9.3445,  0.8855,  0.16309,  0.83691,  0.00,  0.00, 10, 11, 11, 11
136, 820, -4.2158,  9.3787,  0.9544,  0.12242,  0.87758,  0.00,  0.00, 10, 11, 11, 11
137, 745, -4.1604,  9.2847,  0.9682,  1.00,  0.00,  0.00,  0.00, 11, 11, 11, 11
138, 1162, -4.2197,  9.2252,  0.9084,  1.00,  0.00,  0.00,  0.00, 11, 11, 11, 11
139, 1163, -4.2764,  9.2988,  0.8861,  0.20,  0.80,  0.00,  0.00, 10, 11, 11, 11
140, 825, -4.2495,  9.3445,  0.8855,  0.16309,  0.83691,  0.00,  0.00, 10, 11, 11, 11
141, 825, -4.2495,  9.3445,  0.8855,  0.16309,  0.83691,  0.00,  0.00, 10, 11, 11, 11
142, 744, -4.1827,  9.2522,  0.9083,  1.00,  0.00,  0.00,  0.00, 11, 11, 11, 11
143, 1162, -4.2197,  9.2252,  0.9084,  1.00,  0.00,  0.00,  0.00, 11, 11, 11, 11
144, 748, -4.1598,  9.293,  1.0367,  1.00,  0.00,  0.00,  0.00, 11, 11, 11, 11
145, 745, -4.1604,  9.2847,  0.9682,  1.00,  0.00,  0.00,  0.00, 11, 11, 11, 11
146, 820, -4.2158,  9.3787,  0.9544,  0.12242,  0.87758,  0.00,  0.00, 10, 11, 11, 11
147, 820, -4.2158,  9.3787,  0.9544,  0.12242,  0.87758,  0.00,  0.00, 10, 11, 11, 11
148, 816, -4.2202,  9.3894,  1.0281,  0.13227,  0.86773,  0.00,  0.00, 10, 11, 11, 11
149, 748, -4.1598,  9.293,  1.0367,  1.00,  0.00,  0.00,  0.00, 11, 11, 11, 11
150, 821, -4.2483,  9.4289,  1.0228,  0.35143,  0.64857,  0.00,  0.00, 10, 11, 11, 11
151, 816, -4.2202,  9.3894,  1.0281,  0.13227,  0.86773,  0.00,  0.00, 10, 11, 11, 11
152, 820, -4.2158,  9.3787,  0.9544,  0.12242,  0.87758,  0.00,  0.00, 10, 11, 11, 11
153, 821, -4.2483,  9.4289,  1.0228,  0.35143,  0.64857,  0.00,  0.00, 10, 11, 11, 11
154, 815, -4.2802,  9.3765,  1.066,  0.50,  0.50,  0.00,  0.00, 10, 11, 11, 11
155, 816, -4.2202,  9.3894,  1.0281,  0.13227,  0.86773,  0.00,  0.00, 10, 11, 11, 11
156, 1242, -4.3088,  9.413,  1.0613,  0.58011,  0.41989,  0.00,  0.00, 10, 11, 11, 11
157, 815, -4.2802,  9.3765,  1.066,  0.50,  0.50,  0.00,  0.00, 10, 11, 11, 11
158, 821, -4.2483,  9.4289,  1.0228,  0.35143,  0.64857,  0.00,  0.00, 10, 11, 11, 11
159, 1242, -4.3088,  9.413,  1.0613,  0.58011,  0.41989,  0.00,  0.00, 10, 11, 11, 11
160, 821, -4.2483,  9.4289,  1.0228,  0.35143,  0.64857,  0.00,  0.00, 10, 11, 11, 11
161, 814, -4.3775,  9.619,  1.0038,  0.20,  0.80,  0.00,  0.00, 9, 10, 10, 10
162, 748, -4.1598,  9.293,  1.0367,  1.00,  0.00,  0.00,  0.00, 11, 11, 11, 11
163, 816, -4.2202,  9.3894,  1.0281,  0.13227,  0.86773,  0.00,  0.00, 10, 11, 11, 11
164, 817, -4.2504,  9.338,  1.0709,  0.20,  0.80,  0.00,  0.00, 10, 11, 11, 11
165, 817, -4.2504,  9.338,  1.0709,  0.20,  0.80,  0.00,  0.00, 10, 11, 11, 11
166, 816, -4.2202,  9.3894,  1.0281,  0.13227,  0.86773,  0.00,  0.00, 10, 11, 11, 11
167, 815, -4.2802,  9.3765,  1.066,  0.50,  0.50,  0.00,  0.00, 10, 11, 11, 11
168, 817, -4.2504,  9.338,  1.0709,  0.20,  0.80,  0.00,  0.00, 10, 11, 11, 11
169, 750, -4.1943,  9.2647,  1.0746,  1.00,  0.00,  0.00,  0.00, 11, 11, 11, 11
170, 748, -4.1598,  9.293,  1.0367,  1.00,  0.00,  0.00,  0.00, 11, 11, 11, 11
171, 745, -4.1604,  9.2847,  0.9682,  1.00,  0.00,  0.00,  0.00, 11, 11, 11, 11
172, 748, -4.1598,  9.293,  1.0367,  1.00,  0.00,  0.00,  0.00, 11, 11, 11, 11
173, 737, -4.1168,  9.2084,  1.0358,  1.00,  0.00,  0.00,  0.00, 11, 11, 11, 11
174, 748, -4.1598,  9.293,  1.0367,  1.00,  0.00,  0.00,  0.00, 11, 11, 11, 11
175, 750, -4.1943,  9.2647,  1.0746,  1.00,  0.00,  0.00,  0.00, 11, 11, 11, 11
176, 749, -4.1483,  9.204,  1.0715,  1.00,  0.00,  0.00,  0.00, 11, 11, 11, 11
177, 749, -4.1483,  9.204,  1.0715,  1.00,  0.00,  0.00,  0.00, 11, 11, 11, 11
178, 737, -4.1168,  9.2084,  1.0358,  1.00,  0.00,  0.00,  0.00, 11, 11, 11, 11
179, 748, -4.1598,  9.293,  1.0367,  1.00,  0.00,  0.00,  0.00, 11, 11, 11, 11
180, 737, -4.1168,  9.2084,  1.0358,  1.00,  0.00,  0.00,  0.00, 11, 11, 11, 11
181, 734, -4.1176,  9.1941,  0.9819,  1.00,  0.00,  0.00,  0.00, 11, 11, 11, 11
182, 745, -4.1604,  9.2847,  0.9682,  1.00,  0.00,  0.00,  0.00, 11, 11, 11, 11
183, 744, -4.1827,  9.2522,  0.9083,  1.00,  0.00,  0.00,  0.00, 11, 11, 11, 11
184, 745, -4.1604,  9.2847,  0.9682,  1.00,  0.00,  0.00,  0.00, 11, 11, 11, 11
185, 734, -4.1176,  9.1941,  0.9819,  1.00,  0.00,  0.00,  0.00, 11, 11, 11, 11
186, 1162, -4.2197,  9.2252,  0.9084,  1.00,  0.00,  0.00,  0.00, 11, 11, 11, 11
187, 744, -4.1827,  9.2522,  0.9083,  1.00,  0.00,  0.00,  0.00, 11, 11, 11, 11
188, 743, -4.1318,  9.1729,  0.9308,  1.00,  0.00,  0.00,  0.00, 11, 11, 11, 11
189, 734, -4.1176,  9.1941,  0.9819,  1.00,  0.00,  0.00,  0.00, 11, 11, 11, 11
190, 743, -4.1318,  9.1729,  0.9308,  1.00,  0.00,  0.00,  0.00, 11, 11, 11, 11
191, 744, -4.1827,  9.2522,  0.9083,  1.00,  0.00,  0.00,  0.00, 11, 11, 11, 11
192, 756, -4.2855,  9.8564,  1.6529,  0.4243,  0.5757,  0.00,  0.00, 3, 4, 4, 4
193, 755, -4.3058,  9.9191,  1.6309,  0.75,  0.25,  0.00,  0.00, 3, 4, 4, 4
194, 754, -4.3562,  9.9172,  1.671,  0.75,  0.25,  0.00,  0.00, 3, 4, 4, 4
195, 784, -4.2635,  9.818,  1.5512,  0.4006,  0.5994,  0.00,  0.00, 3, 4, 4, 4
196, 785, -4.193,  9.6476,  1.6289,  0.5036,  0.4964,  0.00,  0.00, 4, 5, 5, 5
197, 783, -4.232,  9.603,  1.5843,  0.50,  0.50,  0.00,  0.00, 4, 5, 5, 5
198, 783, -4.232,  9.603,  1.5843,  0.50,  0.50,  0.00,  0.00, 4, 5, 5, 5
199, 780, -4.3178,  9.7755,  1.4957,  0.38791,  0.61209,  0.00,  0.00, 3, 4, 4, 4
200, 784, -4.2635,  9.818,  1.5512,  0.4006,  0.5994,  0.00,  0.00, 3, 4, 4, 4
201, 785, -4.193,  9.6476,  1.6289,  0.5036,  0.4964,  0.00,  0.00, 4, 5, 5, 5
202, 784, -4.2635,  9.818,  1.5512,  0.4006,  0.5994,  0.00,  0.00, 3, 4, 4, 4
203, 756, -4.2855,  9.8564,  1.6529,  0.4243,  0.5757,  0.00,  0.00, 3, 4, 4, 4
204, 780, -4.3178,  9.7755,  1.4957,  0.38791,  0.61209,  0.00,  0.00, 3, 4, 4, 4
205, 783, -4.232,  9.603,  1.5843,  0.50,  0.50,  0.00,  0.00, 4, 5, 5, 5
206, 782, -4.2948,  9.5658,  1.5809,  0.50,  0.50,  0.00,  0.00, 4, 5, 5, 5
207, 782, -4.2948,  9.5658,  1.5809,  0.50,  0.50,  0.00,  0.00, 4, 5, 5, 5
208, 779, -4.3905,  9.7461,  1.4974,  0.45504,  0.54496,  0.00,  0.00, 3, 4, 4, 4
209, 780, -4.3178,  9.7755,  1.4957,  0.38791,  0.61209,  0.00,  0.00, 3, 4, 4, 4
210, 788, -4.2067,  9.5595,  1.6033,  0.25,  0.75,  0.00,  0.00, 4, 5, 5, 5
211, 783, -4.232,  9.603,  1.5843,  0.50,  0.50,  0.00,  0.00, 4, 5, 5, 5
212, 785, -4.193,  9.6476,  1.6289,  0.5036,  0.4964,  0.00,  0.00, 4, 5, 5, 5
213, 787, -4.2676,  9.5236,  1.604,  0.35,  0.65,  0.00,  0.00, 4, 5, 5, 5
214, 782, -4.2948,  9.5658,  1.5809,  0.50,  0.50,  0.00,  0.00, 4, 5, 5, 5
215, 783, -4.232,  9.603,  1.5843,  0.50,  0.50,  0.00,  0.00, 4, 5, 5, 5
216, 783, -4.232,  9.603,  1.5843,  0.50,  0.50,  0.00,  0.00, 4, 5, 5, 5
217, 788, -4.2067,  9.5595,  1.6033,  0.25,  0.75,  0.00,  0.00, 4, 5, 5, 5
218, 787, -4.2676,  9.5236,  1.604,  0.35,  0.65,  0.00,  0.00, 4, 5, 5, 5
219, 785, -4.193,  9.6476,  1.6289,  0.5036,  0.4964,  0.00,  0.00, 4, 5, 5, 5
220, 789, -4.1696,  9.6025,  1.6459,  0.25,  0.75,  0.00,  0.00, 4, 5, 5, 5
221, 788, -4.2067,  9.5595,  1.6033,  0.25,  0.75,  0.00,  0.00, 4, 5, 5, 5
222, 789, -4.1696,  9.6025,  1.6459,  0.25,  0.75,  0.00,  0.00, 4, 5, 5, 5
223, 785, -4.193,  9.6476,  1.6289,  0.5036,  0.4964,  0.00,  0.00, 4, 5, 5, 5
224, 786, -4.1981,  9.6802,  1.7164,  0.51069,  0.48931,  0.00,  0.00, 4, 5, 5, 5
225, 756, -4.2855,  9.8564,  1.6529,  0.4243,  0.5757,  0.00,  0.00, 3, 4, 4, 4
226, 786, -4.1981,  9.6802,  1.7164,  0.51069,  0.48931,  0.00,  0.00, 4, 5, 5, 5
227, 785, -4.193,  9.6476,  1.6289,  0.5036,  0.4964,  0.00,  0.00, 4, 5, 5, 5
228, 756, -4.2855,  9.8564,  1.6529,  0.4243,  0.5757,  0.00,  0.00, 3, 4, 4, 4
229, 757, -4.3318,  9.8548,  1.6946,  0.42869,  0.57131,  0.00,  0.00, 3, 4, 4, 4
230, 791, -4.2332,  9.6747,  1.7596,  0.51213,  0.48787,  0.00,  0.00, 4, 5, 5, 5
231, 791, -4.2332,  9.6747,  1.7596,  0.51213,  0.48787,  0.00,  0.00, 4, 5, 5, 5
232, 786, -4.1981,  9.6802,  1.7164,  0.51069,  0.48931,  0.00,  0.00, 4, 5, 5, 5
233, 756, -4.2855,  9.8564,  1.6529,  0.4243,  0.5757,  0.00,  0.00, 3, 4, 4, 4
234, 754, -4.3562,  9.9172,  1.671,  0.75,  0.25,  0.00,  0.00, 3, 4, 4, 4
235, 757, -4.3318,  9.8548,  1.6946,  0.42869,  0.57131,  0.00,  0.00, 3, 4, 4, 4
236, 756, -4.2855,  9.8564,  1.6529,  0.4243,  0.5757,  0.00,  0.00, 3, 4, 4, 4
237, 790, -4.1727,  9.6363,  1.7291,  0.30273,  0.69727,  0.00,  0.00, 4, 5, 5, 5
238, 786, -4.1981,  9.6802,  1.7164,  0.51069,  0.48931,  0.00,  0.00, 4, 5, 5, 5
239, 791, -4.2332,  9.6747,  1.7596,  0.51213,  0.48787,  0.00,  0.00, 4, 5, 5, 5
240, 786, -4.1981,  9.6802,  1.7164,  0.51069,  0.48931,  0.00,  0.00, 4, 5, 5, 5
241, 790, -4.1727,  9.6363,  1.7291,  0.30273,  0.69727,  0.00,  0.00, 4, 5, 5, 5
242, 789, -4.1696,  9.6025,  1.6459,  0.25,  0.75,  0.00,  0.00, 4, 5, 5, 5
243, 705, -4.1469,  9.4526,  1.6512,  1.00,  0.00,  0.00,  0.00, 5, 5, 5, 5
244, 788, -4.2067,  9.5595,  1.6033,  0.25,  0.75,  0.00,  0.00, 4, 5, 5, 5
245, 789, -4.1696,  9.6025,  1.6459,  0.25,  0.75,  0.00,  0.00, 4, 5, 5, 5
